index,force,timestamp,date
84,0.037065643817186356,1761963867152,2025-10-31T20:24:27.152000
85,0.031208792701363564,1761963867250,2025-10-31T20:24:27.250000
86,0.027549464255571365,1761963867431,2025-10-31T20:24:27.431000
87,0.025410650297999382,1761963867565,2025-10-31T20:24:27.565000
88,0.02389361336827278,1761963867792,2025-10-31T20:24:27.792000
89,0.02265453338623047,1761963867970,2025-10-31T20:24:27.970000
90,0.022309819236397743,1761963868090,2025-10-31T20:24:28.090000
91,0.02077549695968628,1761963868450,2025-10-31T20:24:28.450000
92,0.020266473293304443,1761963868631,2025-10-31T20:24:28.631000
93,0.020937621593475342,1761963868811,2025-10-31T20:24:28.811000
94,0.020870069041848183,1761963868930,2025-10-31T20:24:28.930000
95,0.02103845216333866,1761963869050,2025-10-31T20:24:29.050000
96,0.021078983321785927,1761963869230,2025-10-31T20:24:29.230000
97,0.021348396316170692,1761963869351,2025-10-31T20:24:29.351000
98,0.02187003567814827,1761963869530,2025-10-31T20:24:29.530000
99,0.021965403109788895,1761963869650,2025-10-31T20:24:29.650000
100,0.02148250676691532,1761963869830,2025-10-31T20:24:29.830000
101,0.021559694781899452,1761963869950,2025-10-31T20:24:29.950000
102,0.021357238292694092,1761963870131,2025-10-31T20:24:30.131000
